the-lord-of-the-rings-the-return-of-the-king,1
battle-los-angeles,0.571666
over-her-dead-body,0.461324
the-hobbit-an-unexpected-journey,0.457134
the-hobbit-the-battle-of-the-five-armies,0.410138
the-prince-and-me,0.400253
the-seeker-the-dark-is-rising,0.395822
kingsglaive-final-fantasy-xv,0.358734
center-of-the-earth-journey-2-the-mysterious-island,0.316417
star-wars-episode-iii---revenge-of-the-sith,0.307816
blow,0.303507
beowulf-grendel,0.290616
pride-and-glory,0.275352
after-the-sunset,0.268516
sex-and-the-city,0.268333
freddy-vs-jason,0.268331
harold-kumar-escape-from-guantanamo-bay,0.26833
tenacious-d-in-the-pick-of-destiny,0.26833
my-sisters-keeper,0.26833
friday-the-13th,0.26833
the-butterfly-effect,0.26833
semi-pro,0.26833
code-name-the-cleaner,0.26833
harold-kumar-go-to-white-castle,0.26833
the-golden-compass,0.26833
four-christmases,0.26833
pleasantville,0.26833
julie-julia,0.261697
easy-money,0.259596
elysium,0.257094
a-ghost-story,0.253934
the-hollars,0.253934
the-dukes,0.253934
wild-hogs,0.245228
the-good-shepherd,0.241574
pineapple-express,0.228551
natural-born-killers,0.224014
the-act-of-killing,0.221355
afternoon-of-a-faun-tanaquil-le-clercq,0.22079
house-on-haunted-hill,0.217074
mysterious-skin,0.217074
above-and-beyond,0.210243
thor,0.205993
paranorman,0.20533
clash-of-the-titans,0.200767
the-spongebob-movie-sponge-out-of-water,0.194602
x-men-apocalypse,0.191512
the-pledge,0.190656
speed-racer,0.184408
warlords,0.184324
